q,atoms,attrs,lpbound,t_lp,pairs,t_p,lb,t_lb,truth,t_t,terr
jobrange.83,3,4,13493.176502174329,0.42362308502197266,2280.0000000000014,0.2662324905395508,2124,0.34025073051452637,2124.0,0.07918500900268555,
jobrange.84,3,4,1571.646982875168,0.46544814109802246,35.0,0.1734635829925537,1,0.10696887969970703,1.0,0.0471034049987793,
jobrange.85,3,4,2143.338287211262,0.3800051212310791,90.0,0.1345806121826172,37,0.09723234176635742,37.0,0.027235031127929688,
jobrange.86,3,4,374.82970648445416,0.6099944114685059,21.000000000000007,0.24184107780456543,1,0.2091655731201172,1.0,0.06515312194824219,
jobrange.87,3,4,4676.844826172899,0.7194128036499023,94.00000000000001,0.27693843841552734,34,0.18646764755249023,34.0,0.030201196670532227,
jobrange.88,3,4,39549.64974404045,0.5136005878448486,2928.0806055908574,0.14408135414123535,815,0.11158037185668945,815.0,0.03625679016113281,
jobrange.89,3,4,517754.32178327814,0.9476864337921143,6733.999999999998,0.3868730068206787,202,0.24877119064331055,2771.0,0.03151059150695801,
jobrange.90,3,4,58931.47836070376,0.5577683448791504,6096.296890833829,0.19750761985778809,297,0.22519826889038086,297.0,0.07381057739257812,
jobrange.91,3,4,36409.12992191024,0.38929128646850586,180.0,0.1433413028717041,15,0.09746384620666504,15.0,0.03272557258605957,
jobrange.92,3,4,12433.6871609407,0.33643579483032227,1168.9999999999995,0.2090151309967041,287,0.18767094612121582,287.0,0.06191706657409668,
jobrange.93,3,4,103776.54768552692,0.6218202114105225,4781.644491258512,0.24600005149841309,307,0.17390751838684082,307.0,0.07500481605529785,
jobrange.94,3,4,90184.80301846865,0.7635772228240967,16587.000000000007,0.3921806812286377,7856,0.6141922473907471,7856.0,0.09482884407043457,
jobrange.95,3,4,112779.60588956262,0.6313643455505371,31472.000000000004,0.2535221576690674,9207,0.2057192325592041,9207.0,0.03972649574279785,
jobrange.96,3,4,61407985.13825768,1.0019559860229492,7593248.38158799,0.42027759552001953,128663,0.31800198554992676,509378.0,0.0756065845489502,
jobrange.97,3,4,3106770.0636724927,0.7708640098571777,69570.00000000009,0.29541707038879395,799,0.19369769096374512,4327.0,0.033379554748535156,
jobrange.98,3,4,12619.817108060231,0.3891279697418213,180.0,0.14059662818908691,64,0.0962982177734375,64.0,0.03119826316833496,
jobrange.99,3,4,10125786.671035195,0.762639045715332,215736.39579636007,0.29748034477233887,2599,0.19361400604248047,32961.0,0.04340839385986328,
jobrange.100,3,4,261.9837334124459,0.3892512321472168,28.999999999999996,0.14040541648864746,29,0.09721970558166504,29.0,0.030637264251708984,
jobrange.101,3,4,3280.437470045721,0.387284517288208,84.00000000000003,0.13254046440124512,20,0.09622430801391602,20.0,0.033872127532958984,
jobrange.102,3,4,14928.577260053336,0.45444226264953613,1021.1474056901988,0.17779803276062012,79,0.12381720542907715,79.0,0.045230865478515625,
jobrange.103,3,4,5778.206541960942,0.3990132808685303,339.4057454213687,0.15299057960510254,22,0.1085968017578125,22.0,0.04360818862915039,
jobrange.104,3,4,43001.44256889499,0.7991981506347656,3596.999999999999,0.3006935119628906,1179,0.3992128372192383,1179.0,0.08866262435913086,
jobrange.105,3,4,1702.3753221648979,0.4821503162384033,90.0,0.18424677848815918,5,0.1386551856994629,5.0,0.054732561111450195,
jobrange.106,3,4,1811.706185113558,0.4676496982574463,104.00000000000003,0.3021979331970215,53,0.24616360664367676,53.0,0.07110786437988281,
jobrange.107,3,4,1446723.5227217558,0.8314566612243652,40235.99999999998,0.33205127716064453,499,0.20458984375,1520.0,0.06489706039428711,
jobrange.108,3,4,44399.482483639134,0.3159313201904297,5891.000000000002,0.1764984130859375,2001,0.20317554473876953,2001.0,0.06701540946960449,
jobrange.109,3,4,27805.783523295187,0.507195234298706,5280.999999999998,0.1923668384552002,2174,0.21584653854370117,2174.0,0.06830310821533203,
jobrange.110,3,4,26870.096934804613,0.5667343139648438,94.00000000000001,0.2170572280883789,46,0.13744282722473145,46.0,0.03276467323303223,
jobrange.111,3,4,167.99999999999994,0.6097667217254639,26.999999999999993,0.04049968719482422,27,0.03030872344970703,27.0,0.10372543334960938,
jobrange.112,3,4,1762118.1794356727,0.6092402935028076,91260.00000000012,0.15892267227172852,6174,0.11964249610900879,10320.0,0.05228233337402344,
jobrange.113,3,4,9099.430213237853,0.9432713985443115,246.0,0.37560415267944336,40,0.22585010528564453,40.0,0.05544614791870117,
jobrange.114,3,4,889377.8493643213,2.443110466003418,161355.99999999988,0.8439445495605469,24397,0.4925096035003662,24397.0,0.0943002700805664,
jobrange.115,3,4,243974.24857436222,0.10387539863586426,2252.0,0.02689194679260254,196,0.01655864715576172,196.0,0.04887270927429199,
jobrange.116,3,4,161909.65433968717,0.2820277214050293,27522.0,0.027654170989990234,5053,0.043520212173461914,5053.0,0.04704093933105469,
jobrange.117,3,4,18616.06376903466,0.2564394474029541,75.99999999999999,0.02573561668395996,64,0.01570415496826172,64.0,0.03798079490661621,
jobrange.118,3,4,30297338.447322577,0.6680753231048584,2743523.122089918,0.1694657802581787,43756,0.1396937370300293,678178.0,0.056136369705200195,
jobrange.119,3,4,521352.3286381546,2.4546046257019043,59955.99999999999,0.742835283279419,8511,0.4159531593322754,8511.0,0.04395627975463867,
jobrange.120,3,4,867.9999999999995,0.3293435573577881,57.99999999999999,0.04740786552429199,58,0.0647282600402832,58.0,0.05251193046569824,
jobrange.121,3,4,19809.962296375208,0.532970666885376,3763.9999999999986,0.3357582092285156,3347,0.39745593070983887,3347.0,0.06352519989013672,
jobrange.122,3,4,115520.0013904545,0.9328691959381104,20241.999999999993,0.5685133934020996,19130,0.5013833045959473,19130.0,0.05899786949157715,
jobrange.123,3,4,5073.196320883147,1.9264440536499023,214.00000000000006,0.6666839122772217,90,0.420306921005249,90.0,0.05576944351196289,
jobrange.124,3,4,925069.0369354325,1.871093511581421,8938.330908919095,0.6471538543701172,676,0.3773462772369385,676.0,0.046137332916259766,
jobrange.125,3,4,1153.090037543232,0.5908870697021484,33.99999999999999,0.16666173934936523,5,0.10309791564941406,5.0,0.040450096130371094,
jobrange.126,3,4,1418.479409261798,0.3880000114440918,26.999999999999993,0.0943148136138916,8,0.07048439979553223,8.0,0.033763885498046875,
jobrange.127,3,4,99355.06932210353,0.2607712745666504,17955.000000000004,0.10025525093078613,14285,0.18161630630493164,14285.0,0.06371259689331055,
jobrange.128,3,4,1691.4988184698448,0.2523670196533203,35.99999999999999,0.011527538299560547,36,0.006012916564941406,36.0,0.03857684135437012,
jobrange.129,3,4,63744.11544437136,0.29380106925964355,4700.000000000003,0.04309821128845215,1146,0.05391430854797363,1146.0,0.0377047061920166,
jobrange.130,3,4,20741573.89165342,1.048461675643921,8855087.000000006,0.4625582695007324,2871312,0.5364639759063721,6594972.0,0.13002228736877441,
jobrange.131,3,4,292.00000000000006,0.20010614395141602,23.000000000000004,0.05573630332946777,23,0.09385323524475098,23.0,0.05504107475280762,
jobrange.132,3,4,545988.7680525975,2.327501058578491,74686.00000000001,0.9074697494506836,53305,0.585991621017456,53433.0,0.06713342666625977,
jobrange.133,3,4,327230.38346859,0.30442261695861816,25369.000000000015,0.12927746772766113,22218,0.23624491691589355,22218.0,0.04725813865661621,
jobrange.134,3,4,157899.09493090832,0.8340396881103516,12051.999999999993,0.3760032653808594,8711,0.602393627166748,8711.0,0.06208968162536621,
jobrange.135,3,4,13985.785646550192,2.118337631225586,173.0,0.654850959777832,53,0.39608311653137207,53.0,0.04938220977783203,
jobrange.136,3,4,247300.43591372448,1.986182689666748,13189.000000000005,0.9079616069793701,549,0.8885772228240967,549.0,0.09681177139282227,
jobrange.137,3,4,12317.336562747652,0.3402745723724365,105.99999999999997,0.07323837280273438,3,0.06684994697570801,3.0,0.053460121154785156,
jobrange.138,3,4,1600003.2116164328,0.4088764190673828,139318.35543500583,0.15447521209716797,28230,0.11108016967773438,28815.0,0.03986644744873047,
jobrange.139,3,4,360492972.634696,2.38570499420166,222180018.99999994,0.9102208614349365,5478078,0.7167317867279053,155678620.0,0.2701151371002197,
jobrange.140,3,4,35868.48193423354,0.269939661026001,846.0,0.02633523941040039,211,0.021221637725830078,211.0,0.01900196075439453,
jobrange.141,3,4,108027.1571382296,1.8292887210845947,2795.999999999999,0.6366636753082275,1135,0.3771638870239258,1135.0,0.03559088706970215,
jobrange.142,3,4,33532451.92225116,0.7734150886535645,14830262.000000019,0.2661294937133789,1166487,0.3106343746185303,9822895.0,0.07654571533203125,
jobrange.143,3,4,911.6257023038614,0.6213517189025879,20.000000000000004,0.25953078269958496,1,0.16896581649780273,1.0,0.05112051963806152,
jobrange.144,3,4,1709723.4917454957,0.7879998683929443,180838.6944112432,0.20325589179992676,15189,0.16765069961547852,27561.0,0.04637598991394043,
jobrange.145,3,4,9785.085689565063,0.30852508544921875,37.99999999999999,0.11101245880126953,38,0.2188549041748047,38.0,0.05050158500671387,
jobrange.146,3,4,168639.6254095046,0.39119958877563477,70455.00000000001,0.2572002410888672,46304,0.18831110000610352,46338.0,0.05285000801086426,
jobrange.147,3,4,64567.71340159478,0.5900144577026367,480.99999999999994,0.1542985439300537,227,0.10743236541748047,227.0,0.03977537155151367,
jobrange.148,3,4,3834415.745153799,2.232579469680786,28730.000000000036,0.806915283203125,487,0.4665861129760742,27495.0,0.043523550033569336,
jobrange.149,3,4,25327.542794357323,0.2354109287261963,840.9999999999997,0.01062631607055664,55,0.011579513549804688,55.0,0.039578914642333984,
jobrange.150,3,4,51.42917186947134,0.6070497035980225,2.0,0.2632768154144287,1,0.17164945602416992,1.0,0.0407564640045166,
jobrange.151,3,4,93415.58718941736,2.1405603885650635,419.99999999999966,0.6359422206878662,60,0.3656911849975586,60.0,0.03965878486633301,
jobrange.152,3,4,4932732.108758092,0.6401162147521973,2119.9999999999986,0.15513086318969727,141,0.10761022567749023,250.0,0.06936502456665039,
jobrange.153,3,4,659.2855764437702,0.4000067710876465,26.999999999999993,0.09352421760559082,5,0.07060885429382324,5.0,0.03762984275817871,
jobrange.154,3,4,387.99946370678936,0.4127206802368164,8.999999999999998,0.058439016342163086,4,0.10954427719116211,4.0,0.05768251419067383,
jobrange.155,3,4,63134.930363468324,0.5804815292358398,2894.0000000000005,0.21263551712036133,585,0.3732428550720215,585.0,0.09545516967773438,
jobrange.156,3,4,35047.154108680894,0.17635774612426758,3084.0000000000014,0.061966896057128906,567,0.07656574249267578,567.0,0.03969454765319824,
jobrange.157,3,4,60480.000000000095,0.6449830532073975,96.0,0.19548273086547852,18,0.13302969932556152,78.0,0.04628109931945801,
jobrange.158,3,4,483259.95842784946,1.7884702682495117,67617.99999999997,0.6907749176025391,26237,0.47748351097106934,26237.0,0.053148508071899414,
jobrange.159,3,4,25.999999999999993,0.2172534465789795,2.0,0.005087614059448242,2,0.001264810562133789,2.0,0.03977560997009277,
jobrange.160,3,4,30297338.447322577,0.4266786575317383,3629914.1506786784,0.18600177764892578,55203,0.11586475372314453,854261.0,0.048369407653808594,
jobrange.161,3,4,31205635.026002977,0.7683486938476562,20772820.000000022,0.2621726989746094,1533374,0.2770073413848877,11838094.0,0.10825061798095703,
jobrange.162,3,4,137764.00208327267,0.339888334274292,10140.000000000002,0.05009341239929199,3897,0.07321333885192871,3897.0,0.041053056716918945,
jobrange.163,3,4,2536329.379329539,0.8375983238220215,31899.999999999967,0.37302708625793457,1570,0.22023773193359375,1670.0,0.04130697250366211,
jobrange.164,3,4,71957.15527720895,0.29456663131713867,4349.999999999998,0.13014531135559082,3978,0.24418210983276367,4047.0,0.05117535591125488,
jobrange.165,3,4,40002.81963257701,0.5447037220001221,7326.000000000001,0.3392763137817383,4123,0.40667104721069336,4137.0,0.04972219467163086,
jobrange.166,3,4,420.00000000000017,0.3499135971069336,251.0,0.21491289138793945,229,0.3165874481201172,229.0,0.07886147499084473,
jobrange.167,3,4,12.0,0.5239419937133789,4.0,0.14926576614379883,3,0.15573453903198242,3.0,0.05555868148803711,
jobrange.168,3,4,3797.0,0.6176126003265381,2890.000000000001,0.22324371337890625,2802,0.27791476249694824,2802.0,0.056011199951171875,
jobrange.169,3,4,1942116.152199966,0.5805716514587402,9289.999999999998,0.3033285140991211,4054,0.2146775722503662,4054.0,0.07022690773010254,
jobrange.170,3,4,67.99999999999999,0.1533348560333252,1.0,0.09228873252868652,1,0.06846237182617188,1.0,0.06089639663696289,
jobrange.171,3,4,2971.999999999998,0.43158793449401855,8.0,0.13439607620239258,6,0.09398984909057617,6.0,0.03244447708129883,
jobrange.172,3,4,1881059.6628305032,0.9233908653259277,30393.0,0.30832386016845703,23792,0.22620844841003418,23792.0,0.0675961971282959,
jobrange.173,3,4,1810319.1789969373,0.8440744876861572,37773.00000000001,0.30835676193237305,31478,0.19746112823486328,31478.0,0.06104898452758789,
jobrange.174,3,4,12722.005952052072,0.31180858612060547,14.000000000000005,0.08231973648071289,11,0.05762958526611328,11.0,0.044356346130371094,
jobrange.175,3,4,134977.41653841722,0.31314778327941895,73034.99999999999,0.1589341163635254,46689,0.22208333015441895,46701.0,0.05308389663696289,
jobrange.176,3,4,250.0,0.2468111515045166,15.000000000000002,0.01940631866455078,6,0.034102439880371094,6.0,0.03004169464111328,
jobrange.177,3,4,2012.9999999999993,0.3524489402770996,64.0,0.07548737525939941,59,0.06327390670776367,59.0,0.06700944900512695,
jobrange.178,3,4,125.0,0.3226325511932373,20.000000000000004,0.09625673294067383,18,0.10747385025024414,18.0,0.052118778228759766,
jobrange.179,3,4,13952.023942922026,0.837289571762085,217.00000000000003,0.30860137939453125,197,0.177628755569458,197.0,0.04809212684631348,
jobrange.180,3,4,76295.31263568166,0.7965149879455566,364.0,0.2991187572479248,317,0.21191000938415527,317.0,0.0680384635925293,
jobrange.181,3,4,3182.3490578490587,0.8156566619873047,75.99999999999999,0.30071020126342773,76,0.21259331703186035,76.0,0.08668971061706543,
jobrange.182,3,4,1932.0000000000007,0.45197367668151855,16.0,0.13966989517211914,12,0.08976125717163086,12.0,0.06382918357849121,
jobrange.183,3,4,8.0,0.43239617347717285,3.0,0.1264629364013672,3,0.06891703605651855,3.0,0.046185970306396484,
jobrange.184,3,4,1.0,0.40244269371032715,1.0,0.13646340370178223,1,0.16982817649841309,1.0,0.047777414321899414,
jobrange.185,3,4,323.9999999999999,0.35505032539367676,1.0,0.0885763168334961,1,0.07732534408569336,1.0,0.051941871643066406,
jobrange.186,3,4,4.0,0.44385695457458496,3.0,0.1234276294708252,3,0.08827424049377441,3.0,0.032257795333862305,
jobrange.187,3,4,4693788.580699821,0.7249832153320312,16419.999999999996,0.32944560050964355,3316,0.23569893836975098,8748.0,0.04535531997680664,
jobrange.188,3,4,17.999999999999996,0.9885177612304688,12.0,0.44031286239624023,8,0.7862262725830078,8.0,0.07218384742736816,
jobrange.189,3,4,5392.000000000001,0.9077670574188232,4539.000000000001,0.5317153930664062,4009,1.0039052963256836,4009.0,0.07849287986755371,
jobrange.190,3,4,835.0000000000005,0.4117755889892578,67.99999999999999,0.1293938159942627,62,0.12743401527404785,62.0,0.06494688987731934,
jobrange.191,3,4,477.9999999999998,0.36975622177124023,4.999999999999999,0.08871245384216309,4,0.07373356819152832,4.0,0.051564693450927734,
jobrange.192,3,4,151.99999999999997,0.4568324089050293,76.99999999999999,0.16468501091003418,62,0.204787015914917,62.0,0.08044791221618652,
jobrange.193,3,4,10798.999999999995,0.7963385581970215,5336.999999999999,0.29864501953125,4774,0.48758983612060547,4774.0,0.07999444007873535,
jobrange.194,3,4,306.99999999999983,0.2039194107055664,12.0,0.11494636535644531,12,0.11947369575500488,12.0,0.04124093055725098,
